name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,United States,Holualoa,Kona,26.46,95,22-Jun,"Fruit-forward, elegantly bright. Lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. Sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. Fruit-toned finish with undertones of cashew butter and sandalwood. "
Ethiopia Yirgacheffe Adado,Merge Coffee Company,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.58,94,22-Jun,"Delicate, richly aromatic, floral-toned. Narcissus, apricot, almond, Meyer lemon zest, fresh-cut oak in aroma and cup. Sweetly tart structure with juicy-bright acidity; vibrantly silky mouthfeel. The long finish centers around notes of narcissus and almond."
Costa Rica Cordillera de Fuego,Merge Coffee Company,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,5.58,93,22-Jun,"Crisply sweet, deeply spice-toned. Cinnamon, date, raspberry, baking chocolate, amber in aroma and cup. Sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. The finish consolidates to notes of date and cinnamon with undertones of amber."
Tanzania Mbeya Mimba,Roadmap CoffeeWorks,Medium-Light,United States,Mbozi,Mbeya Growing Region,5.51,95,22-Jun,"Balanced, vibrant, complex. Mulberry, dark chocolate, mustard seed, star jasmine, sandalwood in aroma and cup. Juicy-bright structure with vibrant phosphoric acidity; very full, syrupy mouthfeel. Long, flavor-saturated finish. "
Costa Rica La Chumeca,Roadmap CoffeeWorks,Medium-Light,United States,Santa Maria De Dota,Costa Rica,6.76,94,22-Jun,"Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity; full, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa-toned fruit supported by cedar."
Ethiopia Sidamo Yirgalem,Roadmap CoffeeWorks,Medium-Light,United States,Sidamo Growing Region,Southern Ethiopia,5.73,92,22-Jun,"Crisply sweet, fruit-forward. Blueberry, baking chocolate, fresh-cut fir, cashew, magnolia in aroma and cup. Sweet-toned with gentle acidity; delicate, satiny mouthfeel. The quiet finish centers around notes of blueberry and fir."
Gesha Spirits,Mostra Coffee,Medium-Light,United States,Huila,Colombia,15.71,95,22-Jun,"High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity; very smooth, silky mouthfeel. Sandalwood notes contribute resonance to the floral-toned finish."
Kenya Nyeri Hill Farm AA TOP,Buon Caffe,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,4.94,94,22-Jun,"Sweet-toned, richly aromatic. Red currant, honey, narcissus, cedar, lavender in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The short finish consolidates to notes of red currant and honey, carrying far into the long."
Philippines Sitio Belis 1017,Mostra Coffee,Medium-Light,United States,Benguet,Philippines,15.58,93,22-Jun,"Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish."
Philippines Sitio Belis 1014,Mostra Coffee,Medium-Light,United States,Benguet Province,The Philippines,15.58,92,22-Jun,"Fruit-toned, sweetly herbaceous. Goji berry, lemon verbena, cedar, baking chocolate, malt in aroma and cup. Sweet-toned with gentle acidity; full, syrupy mouthfeel. Quietly chocolaty finish with citrus undertones."
Costa Rica Tarrazu Dota El Diosa Geisha,Buon Caffe,Medium-Light,Taiwan,Tarrazu Growing Region,Costa Rica,11.17,93,22-Jun,"High-toned, floral. Nectarine, lilac, cocoa nib, pistachio brittle, cedar in aroma and cup. Sweet structure with bright, juicy acidity; silky-smooth mouthfeel. The cocoa-toned finish is complicated by hints of lilac and cedar."
Ethiopia Gedeb Worka Single Variety 74110 G1,Buon Caffe,Medium-Light,Taiwan,Gedeb District,Gedeo Zone,4.94,92,22-Jun,"Crisply sweet and inviting. Caramel, pear, baking chocolate, fir, mustard flower in aroma and cup. Sweet-savory structure with gentle acidity; satiny mouthfeel. Notes of caramel and pear lead the finish, with undertones of baking chocolate."
Costa Rica Las Montañas Honey,Jackrabbit Java,Medium-Light,United States,Tarrazú Growing Region,Costa Rica,4.12,94,22-Jun,"Sweet-toned, delicate and deep. Dark chocolate, lychee, lemon verbena, maple syrup, hazelnut in aroma and cup. Brightly sweet structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish centers around notes of chocolate and maple syrup."
Colombia Finca La Guaca Ají,Equator Coffees,Light,United States,Pitalito Municipality,Huila Department,11.46,94,22-Jun,"Elegant, delicate, rich-toned. Mango, cocoa nib, marjoram, lavender, cane sugar in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, syrupy mouthfeel. The pretty finish leads with lavender and cocoa nib."
44˚N 68˚W Bar Harbor,Coffee Hound,Medium-Light,United States,Costa Rica,Sumatra,4.11,92,22-Jun,"Deeply sweet-savory. Dark chocolate, fresh humus, yellow plum, cashew, oak in aroma and cup. Sweet structure with brisk acidity; silky, lightly viscous mouthfeel. Finish consolidates to earthy chocolate and nut."
Panama Finca Santa Teresa,Jackrabbit Java,Medium-Light,United States,Chiriquí Province,Panama,4.12,93,22-Jun,"Balanced, deeply sweet. Dark chocolate, honeysuckle, date, orange zest, cedar in aroma and cup. Sweet-toned with bright, vibrant acidity; crisp, velvety mouthfeel. Chocolaty finish with undertones of orange zest."
Zambia Mafinga Hills Natural,Jackrabbit Java,Medium-Light,United States,Northern Province,Zambia,4.12,92,22-Jun,"Gently sweet-tart, fruit-toned. Goji berry, amber, grapefruit zest, agave syrup, cedar in aroma and cup. Crisply sweet structure with tart-leaning acidity; full, satiny mouthfeel. The finish leads with notes of sweet goji berry, backed up by perfumy amber notes."
Mexico Altura Natural Water Process Decaf,Jackrabbit Java,Medium-Light,United States,Chiapas,Mexico,4.12,91,22-Jun,"Crisply chocolaty, deep-toned. Baking chocolate, almond, lily, candy apple, fir in aroma and cup. Sweet structure with gently round acidity; full, crisply syrupy mouthfeel. Gently drying, quite chocolaty finish."
Area Code 207,Coffee Hound,Medium,United States,Sumatra,Colombia,4.11,90,22-Jun,"Chocolaty and nut-toned. Chocolate fudge, raisin, gently scorched cedar, gardenia, grapefruit zest in aroma and cup. Bittersweet structure with round acidity; lightly syrupy mouthfeel. Gently drying, wood-framed finish. "
Kenya Nyeri Gathaithi,Jaunt Coffee Roasters,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.76,93,22-Jul,"Balanced, sweetly savory. Wisteria, black currant, lime zest, tamarind, cedar in aroma and cup. Sweet-savory structure with bight, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of tamarind, supported by lime zest and cedar."
Honduras Marcala,Handlebar Coffee,Medium-Light,United States,Marcala Growing Region,La Paz Department,5.88,93,22-Jul,"Balanced, deeply sweet, rich-toned. Butterscotch, hazelnut, dark chocolate, apricot, freesia-like flowers in aroma and cup. Invitingly bittersweet structure with brisk acidity; very satiny mouthfeel. The finish centers around notes of butterscotch and hazelnut."
Costa Rica Hacienda Sonora Honey,Regent Coffee,Medium-Light,United States,Carrillos Alto De Poás,Alajuela Province,6.17,93,22-Jul,"Bright, vibrantly sweet. Wild honey, dried plum, cocoa nib, pink grapefruit zest, lilac in aroma and cup. Sweet structure with crisply bright acidity; velvety-smooth mouthfeel. Cocoa-toned finish with undertones of wild honey and pink grapefruit zest."
Ethiopia Shantawane Buncho Honey,The Reverse Orangutan,Light,United States,Sidama Region,South-Central Ethiopia,6.47,93,22-Jul,"Vibrantly fruit-toned, intensely sweet-tart. Mango, cocoa nib, agave syrup, lemon thyme, magnolia in aroma and cup. Sweet-tart structure with perky acidity; plush, syrupy mouthfeel. Crisp fruit-forward finish with undertones of agave syrup and lemon thyme."
Ethiopia Gigesa Natural,Espresso Republic,Medium-Light,United States,Guji Zone,Oromia Region,4.69,93,22-Jul,"Fruit-centered, sweetly herbaceous. Bing cherry, marjoram, honeysuckle, salted caramel, fresh-cut oak in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honeysuckle and oak."
Colombia Huila Finca Villabetuila Anaerobic Honey,Branch Street Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,5.86,93,22-Jul,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. "
Costa Rica Bounty Gesha,Barrington Coffee Roasting Co.,Medium-Light,United States,Dota,Tarrazú Growing Region,11.6,94,22-Jul,"Delicately fruit-toned, sweetly herbaceous. Passion fruit, lemon balm, cocoa nib, narcissus, sandalwood in aroma and cup. Bright, balanced structure with sweet malic acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of cocoa nib and lemon balm."
Joker,Madness Roastworks,Medium-Light,Malaysia,Mexico,Ethiopia,8.54,93,22-Jul,"Evaluated as espresso. Crisply sweet, deep-toned. Salted caramel, plum, grapefruit zest, fresh-cut oak, lily in aroma and small cup. Sweet structure with juicy-bright acidity; very full, satiny mouthfeel. The finish leads with notes of caramel and grapefruit zest. Complex and deep in three parts milk with lingering notes of florals and salted caramel."
Tropical Grenade,Madness Roastworks,Medium-Light,Malaysia,Mexico,Panama,7.89,92,22-Jul,"Evaluated as espresso. Crisply sweet, fruit-toned. Goji berry, cocoa powder, cashew, orange zest, cedar in aroma and small cup. Sweet-toned structure with gentle acidity; satiny-smooth mouthfeel. Nut- and cocoa-toned finish. Chocolate-toned and citrusy in three parts milk."
The Godfather,Madness Roastworks,Medium-Light,Malaysia,Ethiopia,Panama,7.89,92,22-Jul,"Evaluated as espresso. Floral-toned, gently spicy. Freesia, baking chocolate, candied walnut, fresh-cut cedar, agave syrup in aroma and small cup. Crisply sweet structure with brisk acidity; lightly satiny mouthfeel. Bittersweet finish with notes of freesia and candied walnut. Crisply chocolaty in cappuccino-scaled milk."
Panama Static Gesha Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Boquete Growing Region,Panama,13.23,95,22-Jul,"Fruity, spice-toned, sweetly fermenty. Cherry liqueur, tiramisu, gardenia, tangerine zest, sage in aroma and cup. Richly sweet structure with winey acidity; plush, creamy mouthfeel. Resonant finish, driven by notes of cherry liqueur and gardenia with undertones of sage."
Panama La Mula Geisha Washed,GK Coffee,Light,Taiwan,Chiriqui Province,Western Panama,3.39,95,22-Jul,"Elegantly bright, richly sweet. Apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. Balanced structure with high-toned acidity; silky, viscous mouthfeel. Long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine."
Esmeralda Estate Panama Geisha,Difference Coffee,,England,Boquete Growing Region,Western Panama,111.11,94,22-Jul,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Crisply sweet, floral-toned. Lilac, plum, almond, cocoa nib, lemon verbena in aroma and small cup. Silky-smooth mouthfeel; crisp finish with notes of cocoa nib and lemon verbena. In cappuccino format, cocoa notes are further elevated and sweet herb notes provide bright ballast. "
Costa Rica San Gabriel SL28 Anaerobic Natural,GK Coffee,Medium-Light,Taiwan,Mercedes Sur,Turrubares,9.6,94,22-Jul,"Deeply sweet-savory, unusual. Caramel, goat milk yogurt, raspberry, cedar, sage in aroma and cup. Richly bittersweet in structure with bright acidity; syrupy mouthfeel. Savory-leaning finish with undertones of caramel and sage."
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,GK Coffee,Medium-Light,Taiwan,Mercedes Sur,Turrubares,9.6,93,22-Jul,"Evaluated as espresso. Richly aromatic, fruity, spice-toned. Baking spices, pineapple, dark chocolate, cedar, apple cider in aroma and small cup. Crisp, velvety mouthfeel; spice-toned, fruity finish. In three parts milk, suggests a pineapple milkshake."
John Co. Train Blend,Dear John Coffee,Medium-Light,Taiwan,Brazil,Guatemala,3.24,91,22-Jul,"Quietly confident, gently bright. Pear, almond, lily, fir, orange zest in aroma and cup. Crisply bittersweet structure with brisk acidity; delicate, silky mouthfeel. The gently drying finish leads with notes of orange zest and fir."
Burundi Kibingo Intenso,Regent Coffee,Medium-Light,United States,Kayanza Province,Burundi,6.17,94,22-Jun,"High-toned, richly sweet and deep. Nectarine, cherry blossom, hazelnut, lemon-thyme, dark chocolate in aroma and cup. Sweet structure with bright, juicy acidity; crisp mouthfeel. Long, flavor-laden finish that carries forward all the aroma and flavor notes from the cup."
Colombia Planadas Ibague,Jaunt Coffee Roasters,Medium-Light,United States,Tolima Department,Colombia,7.64,93,22-Jun,"Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity; crisp, satiny mouthfeel. Finish consolidates to notes of chocolate and citrus."
Burundi Kabarore Commune,Jaunt Coffee Roasters,Medium-Light,United States,Kayanza Province,Burundi,5.88,92,22-Jun,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak."
Ecuador Peñaherrera AAA,Bird Rock Coffee Roasters,Medium-Light,United States,Ibarra,Imbabura Province,7.35,95,22-Jun,"Richly sweet, high-toned. Mulberry, dark chocolate, agave syrup, lemon verbena, cedar in aroma and cup. Sweet in structure with juicy-bright acidity; very full, syrupy mouthfeel. Resonant, long, flavor-saturated finish."
Quartet Kaffe Blend No.10,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,Kenya,8,94,22-Jul,"Evaluated as espresso. Deeply sweet, rich-toned, chocolaty. Dark chocolate, cashew butter, pomegranate, lemon verbena, cedar in aroma and cup. Creamy-smooth mouthfeel; crisply sweet finish consolidates to notes of dark chocolate and pomegranate. In cappuccino-scaled milk, chocolate notes bloom, tart fruit notes are tempered, and floral hints are further amplified."
Ethiopia Anasora Extended Natural Special Lot,Quartet Kaffe,Medium-Light,Taiwan,Guji Zone,Oromia Region,14.08,94,22-Jul,"Juicy, bright, fruit- and floral-toned, savory-edged. Shitake mushroom, dark chocolate, grape candy, wisteria, amber in aroma and cup. Sweet-tart structure with cola-like acidity; plush, syrupy mouthfeel. Long, lingering, flavor-saturated finish."
Canet Musician Series Mozart Raisin Honey,Cafe Fugu Roasters,Medium-Light,Taiwan,Tarrazu Growing Region,Costa Rica,10.08,92,22-Jul,"Gently fruit-forward. Raspberry, honey, almond butter, magnolia, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. The sweet-toned finish centers around notes of raspberry, magnolia and honey. "
Aomori Espresso House Blend,Cafe Fugu Roasters,Medium-Light,Taiwan,Colombia,Guatemala,6.72,92,22-Jul,"Evaluated as espresso. Balanced, deep-toned. Baking chocolate, tamarind, cedar, narcissus, agave syrup in aroma and small cup. Crisp, lightly satiny mouthfeel; richly drying finish with notes of baking chocolate and cedar. In three parts milk, nice dark chocolate and narcissus notes supported by agave."
